Neighbourhood,Neighbourhood Number,Question Type,Characteristic,Year,Value,Ward
Virginia Park,1240,Marital status,Living common law - Separated,2021,0,Métis Ward
Virginia Park,1240,Marital status,Living common law - Divorced,2021,10,Métis Ward
Virginia Park,1240,Marital status,Living common law - Widowed,2021,0,Métis Ward
Virginia Park,1240,Marital status,Not married and not living common-law,2021,335,Métis Ward
Virginia Park,1240,Marital status,Not married and not living common law - Never married,2021,135,Métis Ward
Virginia Park,1240,Marital status,Not married and not living common law - Separated,2021,15,Métis Ward
Virginia Park,1240,Marital status,Not married and not living common law - Divorced,2021,80,Métis Ward
Virginia Park,1240,Marital status,Not married and not living common law - Widowed,2021,110,Métis Ward
Virginia Park,1240,Family size,2 persons,2021,70,Métis Ward
Virginia Park,1240,Family size,3 persons,2021,25,Métis Ward
Virginia Park,1240,Family size,4 persons,2021,25,Métis Ward
Virginia Park,1240,Family size,5 or more persons,2021,5,Métis Ward
Virginia Park,1240,Family size,Average size of census families,2021,3,Métis Ward
Virginia Park,1240,Family size,Average number of children in census families with children,2021,2,Métis Ward
Virginia Park,1240,Census families in private households,Total couple families,2021,115,Métis Ward
Virginia Park,1240,Census families in private households,Married couples,2021,85,Métis Ward
Virginia Park,1240,Census families in private households,Married couples with children,2021,40,Métis Ward
Virginia Park,1240,Census families in private households,Married couples without children,2021,45,Métis Ward
Virginia Park,1240,Census families in private households,Common-law couples,2021,25,Métis Ward
Virginia Park,1240,Census families in private households,Common-law couples with children,2021,10,Métis Ward
Virginia Park,1240,Census families in private households,Common-law couples without children,2021,20,Métis Ward
Virginia Park,1240,Census families in private households,Total one-parent families,2021,15,Métis Ward
Virginia Park,1240,Census families in private households,One-parent families in which the parent is a woman+,2021,10,Métis Ward
Virginia Park,1240,Census families in private households,One-parent families in which the parent is a man+,2021,5,Métis Ward
Virginia Park,1240,Persons in private households,Married spouses or common-law partners,2021,225,Métis Ward
Virginia Park,1240,Persons in private households,Parents in one-parent families,2021,10,Métis Ward
Virginia Park,1240,Persons in private households,Children,2021,110,Métis Ward
Virginia Park,1240,Persons in private households,Children in a two-parent family,2021,90,Métis Ward
Virginia Park,1240,Persons in private households,Children in a one-parent family,2021,25,Métis Ward
Virginia Park,1240,Persons in private households,Persons not in census families,2021,235,Métis Ward
Virginia Park,1240,Persons in private households,Persons not in census families - Living alone,2021,195,Métis Ward
Virginia Park,1240,Persons in private households,Persons not in census families - Living with other relatives,2021,10,Métis Ward
Virginia Park,1240,Persons in private households,Persons not in census families - Living with non-relatives only,2021,25,Métis Ward
Virginia Park,1240,Household type,One-census-family households without additional persons,2021,115,Métis Ward
Virginia Park,1240,Household type,Couple-family households,2021,105,Métis Ward
Virginia Park,1240,Household type,Couple-family households with children,2021,50,Métis Ward
Virginia Park,1240,Household type,Couple-family households without children,2021,55,Métis Ward
Virginia Park,1240,Household type,One-parent-family households,2021,10,Métis Ward
Virginia Park,1240,Household type,Multigenerational households,2021,0,Métis Ward
Virginia Park,1240,Household type,Multiple-census-family households,2021,0,Métis Ward
Virginia Park,1240,Household type,One-census-family households with additional persons,2021,10,Métis Ward
Virginia Park,1240,Household type,Two-or-more-person non-census-family households,2021,15,Métis Ward
Virginia Park,1240,Household type,One-person households,2021,195,Métis Ward
Walker,6662,Household size,1 person,2021,600,Karhiio Ward
Walker,6662,Household size,2 persons,2021,910,Karhiio Ward
Walker,6662,Household size,3 persons,2021,835,Karhiio Ward
Walker,6662,Household size,4 persons,2021,1030,Karhiio Ward
Walker,6662,Household size,5 or more persons,2021,760,Karhiio Ward
Walker,6662,Household size,Average household size,2021,3,Karhiio Ward
Walker,6662,Number of persons in private households,Number of persons in private households,2021,13375,Karhiio Ward
Walker,6662,Marital status,Married or living common-law,2021,6715,Karhiio Ward
Walker,6662,Marital status,Married,2021,6080,Karhiio Ward
Walker,6662,Marital status,Living common-law,2021,635,Karhiio Ward
Walker,6662,Marital status,Living common law - Never married,2021,520,Karhiio Ward
Walker,6662,Marital status,Living common law - Separated,2021,25,Karhiio Ward
Walker,6662,Marital status,Living common law - Divorced,2021,90,Karhiio Ward
Walker,6662,Marital status,Living common law - Widowed,2021,5,Karhiio Ward
Walker,6662,Marital status,Not married and not living common-law,2021,3185,Karhiio Ward
Walker,6662,Marital status,Not married and not living common law - Never married,2021,2485,Karhiio Ward
Walker,6662,Marital status,Not married and not living common law - Separated,2021,180,Karhiio Ward
Walker,6662,Marital status,Not married and not living common law - Divorced,2021,295,Karhiio Ward
Walker,6662,Marital status,Not married and not living common law - Widowed,2021,220,Karhiio Ward
Walker,6662,Family size,2 persons,2021,1145,Karhiio Ward
Walker,6662,Family size,3 persons,2021,940,Karhiio Ward
Walker,6662,Family size,4 persons,2021,1170,Karhiio Ward
Walker,6662,Family size,5 or more persons,2021,385,Karhiio Ward
Walker,6662,Family size,Average size of census families,2021,3,Karhiio Ward
Walker,6662,Family size,Average number of children in census families with children,2021,2,Karhiio Ward
Walker,6662,Census families in private households,Total couple families,2021,3235,Karhiio Ward
Walker,6662,Census families in private households,Married couples,2021,2920,Karhiio Ward
Walker,6662,Census families in private households,Married couples with children,2021,2200,Karhiio Ward
Walker,6662,Census families in private households,Married couples without children,2021,715,Karhiio Ward
Walker,6662,Census families in private households,Common-law couples,2021,315,Karhiio Ward
Walker,6662,Census families in private households,Common-law couples with children,2021,115,Karhiio Ward
Walker,6662,Census families in private households,Common-law couples without children,2021,200,Karhiio Ward
Walker,6662,Census families in private households,Total one-parent families,2021,400,Karhiio Ward
Walker,6662,Census families in private households,One-parent families in which the parent is a woman+,2021,325,Karhiio Ward
Walker,6662,Census families in private households,One-parent families in which the parent is a man+,2021,75,Karhiio Ward
Walker,6662,Persons in private households,Married spouses or common-law partners,2021,6465,Karhiio Ward
Walker,6662,Persons in private households,Parents in one-parent families,2021,400,Karhiio Ward
Walker,6662,Persons in private households,Children,2021,4920,Karhiio Ward
Walker,6662,Persons in private households,Children in a two-parent family,2021,4280,Karhiio Ward
Walker,6662,Persons in private households,Children in a one-parent family,2021,640,Karhiio Ward
Walker,6662,Persons in private households,Persons not in census families,2021,1585,Karhiio Ward
Walker,6662,Persons in private households,Persons not in census families - Living alone,2021,600,Karhiio Ward
Walker,6662,Persons in private households,Persons not in census families - Living with other relatives,2021,595,Karhiio Ward
Walker,6662,Persons in private households,Persons not in census families - Living with non-relatives only,2021,385,Karhiio Ward
Walker,6662,Household type,One-census-family households without additional persons,2021,2670,Karhiio Ward
Walker,6662,Household type,Couple-family households,2021,2400,Karhiio Ward
Walker,6662,Household type,Couple-family households with children,2021,1785,Karhiio Ward
Walker,6662,Household type,Couple-family households without children,2021,610,Karhiio Ward
Walker,6662,Household type,One-parent-family households,2021,270,Karhiio Ward
Walker,6662,Household type,Multigenerational households,2021,340,Karhiio Ward
Walker,6662,Household type,Multiple-census-family households,2021,60,Karhiio Ward
Walker,6662,Household type,One-census-family households with additional persons,2021,280,Karhiio Ward
Walker,6662,Household type,Two-or-more-person non-census-family households,2021,185,Karhiio Ward
Walker,6662,Household type,One-person households,2021,600,Karhiio Ward
Webber Greens,4740,Household size,1 person,2021,80,Nakota Isga Ward
Webber Greens,4740,Household size,2 persons,2021,225,Nakota Isga Ward
Webber Greens,4740,Household size,3 persons,2021,205,Nakota Isga Ward
Webber Greens,4740,Household size,4 persons,2021,265,Nakota Isga Ward
Webber Greens,4740,Household size,5 or more persons,2021,160,Nakota Isga Ward
Webber Greens,4740,Household size,Average household size,2021,3,Nakota Isga Ward
Webber Greens,4740,Number of persons in private households,Number of persons in private households,2021,3090,Nakota Isga Ward
Webber Greens,4740,Marital status,Married or living common-law,2021,1545,Nakota Isga Ward
Webber Greens,4740,Marital status,Married,2021,1380,Nakota Isga Ward
Webber Greens,4740,Marital status,Living common-law,2021,170,Nakota Isga Ward
Webber Greens,4740,Marital status,Living common law - Never married,2021,110,Nakota Isga Ward
Webber Greens,4740,Marital status,Living common law - Separated,2021,10,Nakota Isga Ward
Webber Greens,4740,Marital status,Living common law - Divorced,2021,50,Nakota Isga Ward
Weinlos,6770,Family size,3 persons,2021,205,Sspomitapi Ward
Webber Greens,4740,Marital status,Living common law - Widowed,2021,5,Nakota Isga Ward
Webber Greens,4740,Marital status,Not married and not living common-law,2021,875,Nakota Isga Ward
Webber Greens,4740,Marital status,Not married and not living common law - Never married,2021,635,Nakota Isga Ward
Webber Greens,4740,Marital status,Not married and not living common law - Separated,2021,40,Nakota Isga Ward
Webber Greens,4740,Marital status,Not married and not living common law - Divorced,2021,95,Nakota Isga Ward
Webber Greens,4740,Marital status,Not married and not living common law - Widowed,2021,105,Nakota Isga Ward
Webber Greens,4740,Family size,2 persons,2021,250,Nakota Isga Ward
Webber Greens,4740,Family size,3 persons,2021,215,Nakota Isga Ward
Webber Greens,4740,Family size,4 persons,2021,280,Nakota Isga Ward
Webber Greens,4740,Family size,5 or more persons,2021,105,Nakota Isga Ward
Webber Greens,4740,Family size,Average size of census families,2021,3,Nakota Isga Ward
Webber Greens,4740,Family size,Average number of children in census families with children,2021,2,Nakota Isga Ward
Webber Greens,4740,Census families in private households,Total couple families,2021,745,Nakota Isga Ward
Webber Greens,4740,Census families in private households,Married couples,2021,660,Nakota Isga Ward
Webber Greens,4740,Census families in private households,Married couples with children,2021,515,Nakota Isga Ward
Webber Greens,4740,Census families in private households,Married couples without children,2021,145,Nakota Isga Ward
Webber Greens,4740,Census families in private households,Common-law couples,2021,80,Nakota Isga Ward
Webber Greens,4740,Census families in private households,Common-law couples with children,2021,40,Nakota Isga Ward
Webber Greens,4740,Census families in private households,Common-law couples without children,2021,45,Nakota Isga Ward
Webber Greens,4740,Census families in private households,Total one-parent families,2021,110,Nakota Isga Ward
Webber Greens,4740,Census families in private households,One-parent families in which the parent is a woman+,2021,90,Nakota Isga Ward
Webber Greens,4740,Census families in private households,One-parent families in which the parent is a man+,2021,20,Nakota Isga Ward
Webber Greens,4740,Persons in private households,Married spouses or common-law partners,2021,1490,Nakota Isga Ward
Webber Greens,4740,Persons in private households,Parents in one-parent families,2021,110,Nakota Isga Ward
